Map Container Profile (unit:ms)
TaskName,TaskID,Initailization,Input,SQLoperator,Sink,Spill,Starting Time,Ending Time,Cost Time,Node Locate
Reducer 19,attempt_1606874353529_0225_1_16_000026_0,17.383,273.66,5986.61,76.6017,37.3724,301213,307605,6392,17
Reducer 4,attempt_1606874353529_0225_1_22_000020_0,15.3654,92.5798,70.5518,2.74457,33.656,340861,341076,215,17
Reducer 2,attempt_1606874353529_0225_1_20_000015_0,15.8462,856.344,7695.04,432.899,577.873,251883,261462,9579,17
Reducer 13,attempt_1606874353529_0225_1_19_000025_0,11.9136,73.5059,57.7671,1.96674,27.1977,340235,340408,173,17
Reducer 5,attempt_1606874353529_0225_1_23_000098_0,52.4919,148.871,526.641,0.899901,3.097,344125,344868,743,17
Reducer 19,attempt_1606874353529_0225_1_16_000083_0,18.1346,393.728,5885.88,72.3824,21.0122,315224,321616,6392,17
Reducer 5,attempt_1606874353529_0225_1_23_000058_0,49.8674,157.37,406.205,0.862289,3.01369,342851,343469,618,17
Reducer 7,attempt_1606874353529_0225_1_08_000011_0,37.2699,1247.96,9353.51,298.353,302.681,240626,251866,11240,17
Reducer 15,attempt_1606874353529_0225_1_14_000051_0,20.126,279.872,5849.62,96.0356,33.0287,294920,301199,6279,17
Reducer 21,attempt_1606874353529_0225_1_07_000069_0,19.8287,918.123,7570.52,166.601,274.442,231657,240607,8950,17
Reducer 12,attempt_1606874353529_0225_1_18_000063_0,17.3104,206.293,5036.21,91.8768,23.1895,327603,332979,5376,17
Reducer 19,attempt_1606874353529_0225_1_16_000057_0,38.4501,491.181,6847.08,67.2566,43.0352,308735,316224,7489,17
Reducer 12,attempt_1606874353529_0225_1_18_000001_0,21.3018,376.414,4412.57,72.5049,28.7864,316233,321145,4912,17
Reducer 12,attempt_1606874353529_0225_1_18_000024_0,18.3003,211.066,6092.52,94.2922,25.6724,321153,327596,6443,17
Reducer 11,attempt_1606874353529_0225_1_06_000040_0,16.9859,593.41,3893.57,331.948,357.451,203177,208371,5194,17
Reducer 18,attempt_1606874353529_0225_1_05_000037_0,17.6847,1687.07,8062.73,122.61,102.341,165701,175694,9993,17
Reducer 8,attempt_1606874353529_0225_1_12_000000_0,24.1896,137.468,5029.36,149.711,36.3838,278114,283493,5379,17
Reducer 18,attempt_1606874353529_0225_1_05_000008_0,17.6224,1769.61,8287.92,454.555,483.558,154664,165679,11015,17
Reducer 3,attempt_1606874353529_0225_1_21_000028_0,16.2671,325.925,6302.59,110.372,37.5957,332987,339781,6794,17
Reducer 2,attempt_1606874353529_0225_1_20_000023_0,17.9427,2075.73,8506.59,360.045,367.57,252881,264211,11330,17
Reducer 5,attempt_1606874353529_0225_1_23_000116_0,22.0583,118.745,498.257,0.989046,4.25344,344549,345194,645,17
Reducer 15,attempt_1606874353529_0225_1_14_000026_0,12.9828,232.891,4902.27,97.3738,26.7444,289601,294873,5272,17
Reducer 21,attempt_1606874353529_0225_1_07_000053_0,14.0047,1858.94,8176.69,2212.75,319.589,223015,235598,12583,17
Reducer 4,attempt_1606874353529_0225_1_22_000019_0,26.1214,69.7463,81.617,3.31409,22.9244,340829,341034,205,17
Reducer 8,attempt_1606874353529_0225_1_12_000028_0,15.4548,348.799,5514.84,82.4786,25.3131,283603,289591,5988,17
Reducer 20,attempt_1606874353529_0225_1_17_000083_0,21.1266,562.938,191.233,24.6792,21.3027,339790,340616,826,17
Reducer 5,attempt_1606874353529_0225_1_23_000003_0,25.1066,1012.27,601.66,17.9292,32.8876,341045,342736,1691,17
Reducer 5,attempt_1606874353529_0225_1_23_000045_0,19.2747,285.308,396.641,0.832637,3.64441,342748,343455,707,17
Reducer 14,attempt_1606874353529_0225_1_04_000014_0,21.4673,1254.91,7744.21,267.223,389.027,129695,139373,9678,17
Reducer 7,attempt_1606874353529_0225_1_08_000001_0,17.9702,732.629,6463.24,291.028,293.87,235610,243409,7799,17
Reducer 14,attempt_1606874353529_0225_1_04_000012_0,27.6448,1015.42,5650.23,458.094,444.173,147040,154637,7597,17
Reducer 21,attempt_1606874353529_0225_1_07_000019_0,92.548,1803.25,11233.3,792.651,650.682,208426,223000,14574,17
Reducer 7,attempt_1606874353529_0225_1_08_000021_0,17.5538,2431.53,6662.35,159.38,173.797,243420,252865,9445,17
Reducer 22,attempt_1606874353529_0225_1_10_000029_0,13.7218,139.965,7546.13,72.002,32.7095,264223,272028,7805,17
Reducer 18,attempt_1606874353529_0225_1_05_000065_0,17.9625,1216.84,7287.46,769.738,521.734,175707,185522,9815,17
Reducer 14,attempt_1606874353529_0225_1_04_000008_0,16.3466,896.481,5867.21,413.866,453.161,139383,147031,7648,17
Reducer 19,attempt_1606874353529_0225_1_16_000024_0,16.8023,1227.42,6262.27,64.2702,31.4354,301124,308726,7602,17
Reducer 11,attempt_1606874353529_0225_1_06_000052_0,16.218,537.275,6723.53,871.115,1522.24,185532,195202,9670,17
Reducer 11,attempt_1606874353529_0225_1_06_000055_0,17.4012,1002.53,6674.9,115.117,130.907,195225,203166,7941,17
Reducer 13,attempt_1606874353529_0225_1_19_000070_0,14.4238,71.2526,75.4852,2.68008,29.3797,340625,340819,194,17
Reducer 15,attempt_1606874353529_0225_1_14_000050_0,12.8513,288.753,5826.6,71.2495,27.699,294887,301115,6228,17
Reducer 22,attempt_1606874353529_0225_1_10_000061_0,29.4828,139.693,5810.5,61.2059,26.8697,272038,278106,6068,17
Reducer 5,attempt_1606874353529_0225_1_23_000072_0,22.6402,199.517,309.587,0.671846,2.82585,343469,344005,536,17
Reducer 5,attempt_1606874353529_0225_1_23_000094_0,27.3711,76.9599,412.735,0.962068,3.68587,344017,344539,522,17
Reducer 11,attempt_1606874353529_0225_1_06_000025_0,36.7846,2029.51,7146.61,134.989,123.653,195316,204788,9472,17
Reducer 13,attempt_1606874353529_0225_1_19_000017_0,13.6805,105.375,51.5456,2.19713,20.5922,340136,340329,193,17
Reducer 8,attempt_1606874353529_0225_1_12_000002_0,111.087,132.486,5694.91,75.9013,24.9884,278353,284393,6040,17
Reducer 23,attempt_1606874353529_0225_1_11_000075_0,12.4854,77.3977,70.1008,2.49104,24.5905,337178,337366,188,17
Reducer 12,attempt_1606874353529_0225_1_18_000029_0,31.1648,211.151,6255.86,108.829,29.4352,321825,328463,6638,17
Reducer 23,attempt_1606874353529_0225_1_11_000007_0,13.6385,82.0514,50.6195,1.67412,17.4884,335369,335535,166,17
Reducer 16,attempt_1606874353529_0225_1_15_000023_0,16.9848,87.104,111.457,2.64464,28.1726,338237,338483,246,17
Reducer 23,attempt_1606874353529_0225_1_11_000005_0,12.3742,54.5014,162.694,2.2682,18.9039,334927,335179,252,17
Reducer 5,attempt_1606874353529_0225_1_23_000131_0,37.8056,325.198,613.392,0.842489,3.05932,344915,345897,982,17
Reducer 23,attempt_1606874353529_0225_1_11_000003_0,23.253,150.069,146.114,4.17091,19.8945,334575,334919,344,17
Reducer 20,attempt_1606874353529_0225_1_17_000068_0,14.8624,362.301,56.9951,1.82793,25.7981,339670,340132,462,17
Reducer 7,attempt_1606874353529_0225_1_08_000028_0,19.3374,641.167,6639.1,469.381,309.997,246952,255032,8080,17
Reducer 20,attempt_1606874353529_0225_1_17_000009_0,12.3772,75.8999,60.7547,2.25123,24.1517,338913,339089,176,17
Reducer 5,attempt_1606874353529_0225_1_23_000001_0,16.6013,1211.73,534.74,10.6359,9.21203,341016,342799,1783,17
Reducer 14,attempt_1606874353529_0225_1_04_000015_0,21.7019,627.445,6857.48,396.569,372.749,142954,151231,8277,17
Reducer 20,attempt_1606874353529_0225_1_17_000026_0,15.3101,58.7038,46.7248,1.61457,19.9256,339105,339247,142,17
Reducer 4,attempt_1606874353529_0225_1_22_000017_0,16.4035,87.638,70.9705,2.72387,21.5746,340810,341010,200,17
Reducer 8,attempt_1606874353529_0225_1_12_000032_0,14.4593,114.329,5497.45,91.0015,34.9274,284403,290156,5753,17
Reducer 18,attempt_1606874353529_0225_1_05_000044_0,18.9832,2399.64,13977.2,755.902,903.586,168120,186176,18056,17
Reducer 23,attempt_1606874353529_0225_1_11_000088_0,14.9827,76.7712,70.4265,2.56566,20.1115,337371,337557,186,17
Reducer 23,attempt_1606874353529_0225_1_11_000038_0,15.2835,58.5262,51.2211,1.68064,20.0608,336651,336799,148,17
Reducer 23,attempt_1606874353529_0225_1_11_000048_0,12.0043,55.1719,74.0503,2.7249,25.9537,336805,336976,171,17
Reducer 5,attempt_1606874353529_0225_1_23_000106_0,17.7791,207.654,346.142,0.731757,3.85465,344334,344910,576,17
Reducer 14,attempt_1606874353529_0225_1_04_000006_0,46.0882,1931.3,7496.19,559.589,595.925,132304,142934,10630,17
Reducer 14,attempt_1606874353529_0225_1_04_000000_0,17.057,691.243,3935.75,353.251,272.082,151241,156511,5270,17
Reducer 22,attempt_1606874353529_0225_1_10_000063_0,12.323,132.74,5520.3,64.2394,21.9156,272577,278329,5752,17
Reducer 13,attempt_1606874353529_0225_1_19_000039_0,11.5998,87.154,131.468,3.39704,44.0559,340335,340613,278,17
Reducer 16,attempt_1606874353529_0225_1_15_000043_0,12.7184,77.1423,64.321,2.40644,17.888,338488,338663,175,17
Reducer 16,attempt_1606874353529_0225_1_15_000060_0,13.209,108.583,84.4837,2.108,35.4601,338666,338910,244,17
Reducer 2,attempt_1606874353529_0225_1_20_000027_0,19.3021,833.748,8119.16,888.973,629.2,255060,265551,10491,17
Reducer 19,attempt_1606874353529_0225_1_16_000054_0,17.2883,256.845,6932.31,96.7,22.712,308098,315425,7327,17
Reducer 16,attempt_1606874353529_0225_1_15_000005_0,18.227,71.0421,118.965,3.16223,18.5679,337999,338232,233,17
Reducer 23,attempt_1606874353529_0225_1_11_000008_0,15.208,48.9175,50.3903,1.68594,24.3154,335541,335682,141,17
Reducer 3,attempt_1606874353529_0225_1_21_000001_0,24.5494,214.409,5734.64,81.6287,29.2305,328482,334567,6085,17
Reducer 23,attempt_1606874353529_0225_1_11_000006_0,13.5138,47.6015,75.0166,2.28989,22.5919,335185,335347,162,17
Reducer 23,attempt_1606874353529_0225_1_11_000029_0,10.8215,101.573,53.7968,1.83287,20.8026,336439,336628,189,17
Reducer 11,attempt_1606874353529_0225_1_06_000001_0,14.2717,961.6,7194.84,416.235,322.842,186188,195099,8911,17
Reducer 23,attempt_1606874353529_0225_1_11_000023_0,16.5737,59.2862,54.5331,1.93447,16.4457,336285,336434,149,17
Reducer 5,attempt_1606874353529_0225_1_23_000065_0,14.4249,117.246,387.269,1.71874,2.54319,343369,343893,524,17
Reducer 22,attempt_1606874353529_0225_1_10_000031_0,17.5271,133.666,6739.59,87.4834,25.5528,265562,272567,7005,17
Reducer 9,attempt_1606874353529_0225_1_13_000008_0,26.4111,60.7515,53.0343,2.21823,26.6623,337573,337742,169,17
Reducer 23,attempt_1606874353529_0225_1_11_000062_0,15.6237,88.3201,63.97,1.99283,21.1325,336981,337172,191,17
Reducer 19,attempt_1606874353529_0225_1_16_000022_0,14.5127,314.621,6650.36,62.7927,32.5422,301015,308090,7075,17
Reducer 13,attempt_1606874353529_0225_1_19_000069_0,13.4022,61.1744,71.3305,3.28479,28.2281,340628,340806,178,17
Reducer 23,attempt_1606874353529_0225_1_11_000016_0,19.1048,86.09,50.9428,1.7447,19.9551,336099,336279,180,17
Reducer 21,attempt_1606874353529_0225_1_07_000044_0,16.1823,3853.96,17717.5,2551.39,2073.5,220706,246920,26214,17
Reducer 20,attempt_1606874353529_0225_1_17_000037_0,15.0438,299.505,56.4994,1.87906,20.3291,339262,339655,393,17
Reducer 5,attempt_1606874353529_0225_1_23_000054_0,19.9581,229.565,307.141,0.637881,2.92335,342804,343365,561,17
Reducer 18,attempt_1606874353529_0225_1_05_000016_0,20.4877,1693.7,9302.33,224.603,317.098,156536,168095,11559,17
Reducer 23,attempt_1606874353529_0225_1_11_000012_0,31.122,75.0131,73.4626,5.34286,32.4926,335864,336082,218,17
Reducer 15,attempt_1606874353529_0225_1_14_000055_0,34.7251,217.947,5384.51,83.5462,27.3201,295257,301006,5749,17
Reducer 19,attempt_1606874353529_0225_1_16_000085_0,21.4654,252.402,5974.33,94.1233,27.0687,315433,321803,6370,17
Reducer 23,attempt_1606874353529_0225_1_11_000010_0,16.3371,46.2383,70.0021,2.78749,33.9486,335687,335857,170,17
Reducer 9,attempt_1606874353529_0225_1_13_000021_0,13.4314,96.1982,101.833,3.17824,33.3724,337747,337995,248,17
Reducer 5,attempt_1606874353529_0225_1_23_000090_0,23.3429,76.2154,321.448,0.642174,2.68565,343902,344327,425,17
Reducer 15,attempt_1606874353529_0225_1_14_000030_0,26.9737,196.428,4743.84,76.7229,37.3655,290163,295249,5086,17
Reducer 21,attempt_1606874353529_0225_1_07_000008_0,18.4213,2269.35,10560.9,633.413,2232.44,204948,220664,15716,17
Reducer 11,attempt_1606874353529_0225_1_06_000046_0,19.7526,649.753,4404.98,341.577,318.523,200433,206168,5735,18
Reducer 16,attempt_1606874353529_0225_1_15_000000_0,32.1034,65.172,59.7157,2.17942,19.7064,337950,338129,179,18
Reducer 3,attempt_1606874353529_0225_1_21_000023_0,31.2442,303.681,4795.3,142.127,34.3226,331800,337108,5308,18
Reducer 16,attempt_1606874353529_0225_1_15_000046_0,9.94375,69.0346,87.3877,2.69854,33.6904,338535,338738,203,18
Reducer 21,attempt_1606874353529_0225_1_07_000055_0,16.9873,657.813,5813.05,126.88,129.733,224864,231609,6745,18
Reducer 15,attempt_1606874353529_0225_1_14_000045_0,20.2626,190.299,4417.38,78.05,29.0403,293862,298597,4735,18
Reducer 21,attempt_1606874353529_0225_1_07_000011_0,17.8396,911.935,9516.04,380.371,410.826,206182,217420,11238,18
Reducer 14,attempt_1606874353529_0225_1_04_000017_0,25.5206,624.799,4529.6,216.336,182.131,149811,155390,5579,18
Reducer 8,attempt_1606874353529_0225_1_12_000027_0,18.6628,256.141,4932.8,170.437,30.0022,283582,288991,5409,18
Reducer 21,attempt_1606874353529_0225_1_07_000038_0,20.4085,1225.2,5954,111.169,115.271,217422,224849,7427,18
Reducer 14,attempt_1606874353529_0225_1_04_000034_0,18.131,1720.56,7662.75,455.249,406.923,130603,140868,10265,18
Reducer 20,attempt_1606874353529_0225_1_17_000066_0,17.7498,585.809,53.7324,2.03336,23.627,339657,340341,684,18
Reducer 18,attempt_1606874353529_0225_1_05_000040_0,26.537,548.706,5865.43,0.271225,4.48443,180999,187445,6446,18
Reducer 13,attempt_1606874353529_0225_1_19_000041_0,18.1826,77.4849,64.7254,2.25848,17.6394,340343,340524,181,18
Reducer 23,attempt_1606874353529_0225_1_11_000067_0,15.6578,62.624,182.519,8.5095,29.8869,337111,337411,300,18
Reducer 22,attempt_1606874353529_0225_1_10_000084_0,38.858,222.375,6146.4,78.9901,20.6009,277061,283569,6508,18
Reducer 19,attempt_1606874353529_0225_1_16_000065_0,39.4457,260.838,5961.88,81.2476,27.5312,311015,317387,6372,18
Reducer 18,attempt_1606874353529_0225_1_05_000011_0,22.1026,2259.11,9517.61,841.542,328.532,155407,168376,12969,18
Reducer 5,attempt_1606874353529_0225_1_23_000034_0,16.6282,97.3337,334.793,1.08257,2.67974,342680,343133,453,18
Reducer 12,attempt_1606874353529_0225_1_18_000060_0,20.6491,207.449,4086.63,99.1997,30.2664,327341,331787,4446,18
Reducer 4,attempt_1606874353529_0225_1_22_000006_0,14.7882,45.3143,53.297,2.11379,35.3877,340715,340866,151,18
Reducer 5,attempt_1606874353529_0225_1_23_000095_0,14.1138,1029.94,256.057,0.61334,2.31758,344012,345315,1303,18
Reducer 11,attempt_1606874353529_0225_1_06_000026_0,18.3057,1245.98,4467.91,225.262,207.787,187459,193625,6166,18
Reducer 23,attempt_1606874353529_0225_1_11_000091_0,21.0749,56.4674,73.4467,2.23561,16.6592,337425,337597,172,18
Reducer 19,attempt_1606874353529_0225_1_16_000035_0,47.5159,393.494,5694.23,92.8113,26.0117,304757,311012,6255,18
Reducer 12,attempt_1606874353529_0225_1_18_000005_0,10.9467,178.106,4769.71,82.2063,25.9497,317390,322458,5068,18
Reducer 2,attempt_1606874353529_0225_1_20_000004_0,15.0354,1301.93,6033.76,292.762,328.441,249034,257006,7972,18
Reducer 16,attempt_1606874353529_0225_1_15_000066_0,16.7632,116.103,65.7249,2.23638,17.7163,338740,338959,219,18
Reducer 13,attempt_1606874353529_0225_1_19_000061_0,16.0234,63.083,69.9279,2.72197,22.2919,340537,340711,174,18
Reducer 9,attempt_1606874353529_0225_1_13_000010_0,10.4854,62.8279,65.1216,2.53781,25.5905,337600,337767,167,18
Reducer 14,attempt_1606874353529_0225_1_04_000018_0,18.7451,999.791,7081.75,446.424,366.251,140882,149795,8913,18
Reducer 22,attempt_1606874353529_0225_1_10_000056_0,58.8358,287.001,6047.85,86.8615,21.3627,270554,277059,6505,18
Reducer 5,attempt_1606874353529_0225_1_23_000004_0,18.4244,1103.15,500.402,9.8241,4.40489,341040,342677,1637,18
Reducer 20,attempt_1606874353529_0225_1_17_000044_0,12.2265,62.8242,69.5958,2.73496,18.6068,339331,339497,166,18
Reducer 5,attempt_1606874353529_0225_1_23_000061_0,11.3381,114.248,376.994,2.90832,2.50648,343136,343644,508,18
Reducer 5,attempt_1606874353529_0225_1_23_000084_0,14.1614,78.8077,264.5,0.468611,2.48558,343647,344008,361,18
Reducer 16,attempt_1606874353529_0225_1_15_000030_0,12.0313,76.5284,67.2845,2.28222,28.4395,338344,338531,187,18
Reducer 4,attempt_1606874353529_0225_1_22_000022_0,17.5326,52.616,72.1977,2.36043,23.8001,340869,341037,168,18
Reducer 11,attempt_1606874353529_0225_1_06_000035_0,29.6612,1446.63,4728.88,298.568,293.052,193630,200427,6797,18
Reducer 12,attempt_1606874353529_0225_1_18_000033_0,14.4008,441.935,4309.44,74.1021,24.4343,322463,327327,4864,18
Reducer 22,attempt_1606874353529_0225_1_10_000028_0,57.2898,376.046,6155.52,66.6047,23.8276,263871,270551,6680,18
Reducer 16,attempt_1606874353529_0225_1_15_000015_0,11.5295,82.7196,70.7401,2.81019,27.0182,338131,338326,195,18
Reducer 18,attempt_1606874353529_0225_1_05_000045_0,18.792,1909.79,9189.76,715.165,757.443,168398,180990,12592,18
Reducer 15,attempt_1606874353529_0225_1_14_000019_0,21.4069,216.701,4502.74,76.42,35.9181,289004,293857,4853,18
Reducer 21,attempt_1606874353529_0225_1_07_000070_0,16.7531,951.627,6241.92,1564.3,1146.04,231632,241554,9922,18
Reducer 7,attempt_1606874353529_0225_1_08_000015_0,33.133,1352.52,5401.54,335.026,327.292,241569,249019,7450,18
Reducer 9,attempt_1606874353529_0225_1_13_000023_0,13.8444,66.4195,56.8206,2.0366,25.9619,337770,337935,165,18
Reducer 22,attempt_1606874353529_0225_1_10_000001_0,21.7561,244.087,6473.38,75.1199,31.794,257021,263868,6847,18
Reducer 20,attempt_1606874353529_0225_1_17_000031_0,15.7338,59.4376,85.6034,2.57003,23.6516,339140,339327,187,18
Reducer 20,attempt_1606874353529_0225_1_17_000054_0,17.677,42.9168,53.9835,2.01395,26.3627,339500,339644,144,18
Reducer 19,attempt_1606874353529_0225_1_16_000009_0,13.7659,372.114,5653.87,78.081,23.7999,298601,304743,6142,18
Reducer 20,attempt_1606874353529_0225_1_17_000014_0,11.6431,76.5214,61.6584,2.39665,21.4239,338961,339135,174,18
Reducer 22,attempt_1606874353529_0225_1_10_000019_0,25.5824,1135.23,6527.86,103.189,26.5985,261975,269796,7821,17
Reducer 16,attempt_1606874353529_0225_1_15_000065_0,10.4963,116.691,163.613,2.02712,22.5345,338743,339059,316,17
Reducer 12,attempt_1606874353529_0225_1_18_000040_0,17.0173,438.401,5572.34,70.3113,23.8642,323263,329386,6123,17
Reducer 20,attempt_1606874353529_0225_1_17_000092_0,11.7181,52.1369,55.9105,2.06049,18.2952,339891,340031,140,17
Reducer 18,attempt_1606874353529_0225_1_05_000075_0,18.165,1097.7,8368.48,229.828,240.071,179625,189580,9955,17
Reducer 11,attempt_1606874353529_0225_1_06_000044_0,22.0409,976.305,5098.23,364.321,1068.59,201919,209451,7532,17
Reducer 23,attempt_1606874353529_0225_1_11_000056_0,22.1298,103.952,57.9609,1.8844,16.6633,336910,337113,203,17
Reducer 3,attempt_1606874353529_0225_1_21_000006_0,20.0027,185.386,5980.97,85.8949,33.2323,329394,335700,6306,17
Reducer 20,attempt_1606874353529_0225_1_17_000022_0,10.6895,58.3819,52.619,2.12788,26.0226,339063,339213,150,17
Reducer 20,attempt_1606874353529_0225_1_17_000047_0,17.4813,262.116,58.2772,2.29444,18.2171,339360,339718,358,17
Reducer 7,attempt_1606874353529_0225_1_08_000024_0,103.041,948.977,6520.23,286.429,177.902,244793,252831,8038,17
Reducer 5,attempt_1606874353529_0225_1_23_000060_0,14.8277,135.395,321.5,0.644598,7.41936,343134,343614,480,17
Reducer 22,attempt_1606874353529_0225_1_10_000051_0,65.8107,420.923,6527.21,94.4548,24.3153,269827,276960,7133,17
Reducer 5,attempt_1606874353529_0225_1_23_000083_0,21.8909,96.361,418.501,0.818709,2.7316,343619,344160,541,17
Reducer 19,attempt_1606874353529_0225_1_16_000029_0,17.5488,307.573,8241.35,70.2205,34.0541,302288,310960,8672,17
Reducer 16,attempt_1606874353529_0225_1_15_000054_0,9.782,65.1899,52.158,1.70531,17.9963,338588,338736,148,17
Reducer 9,attempt_1606874353529_0225_1_13_000028_0,16.7236,135.776,77.261,3.1996,40.5975,337856,338130,274,17
Reducer 18,attempt_1606874353529_0225_1_05_000021_0,18.621,2700.48,8998.16,369.435,374.297,157922,170384,12462,17
Reducer 16,attempt_1606874353529_0225_1_15_000016_0,20.6847,124.452,57.0917,2.15285,28.8693,338137,338371,234,17
Reducer 23,attempt_1606874353529_0225_1_11_000019_0,15.1744,58.645,72.8538,2.398,21.3222,336233,336404,171,17
Reducer 5,attempt_1606874353529_0225_1_23_000125_0,60.2758,396.452,950.999,0.762348,2.45664,344775,346187,1412,17
Reducer 13,attempt_1606874353529_0225_1_19_000047_0,24.8994,89.9522,82.4926,2.89096,21.9147,340394,340617,223,17
Reducer 16,attempt_1606874353529_0225_1_15_000033_0,22.0068,101.064,59.4809,2.01712,21.911,338376,338583,207,17
Reducer 23,attempt_1606874353529_0225_1_11_000015_0,30.6408,71.7044,100.335,2.58096,25.9883,335993,336225,232,17
Reducer 5,attempt_1606874353529_0225_1_23_000100_0,30.1722,142.723,414.675,2.02502,3.28059,344165,344758,593,17
Reducer 21,attempt_1606874353529_0225_1_07_000043_0,21.2126,4215.05,18005.9,476.969,1429.54,220623,244772,24149,17
Reducer 23,attempt_1606874353529_0225_1_11_000011_0,15.1726,54.8995,161.566,11.5691,33.0991,335709,335986,277,17
Reducer 13,attempt_1606874353529_0225_1_19_000071_0,10.7973,76.8916,56.7605,1.82788,19.1919,340826,340992,166,17
Reducer 9,attempt_1606874353529_0225_1_13_000003_0,17.4047,87.1968,57.2916,2.39931,22.1303,337513,337700,187,17
Reducer 14,attempt_1606874353529_0225_1_04_000044_0,26.6173,1256.44,5593.31,429.431,504.367,150085,157896,7811,17
Reducer 20,attempt_1606874353529_0225_1_17_000034_0,10.0566,52.3761,49.906,1.63445,19.2467,339217,339351,134,17
Reducer 20,attempt_1606874353529_0225_1_17_000076_0,15.6638,65.4897,63.7215,2.41834,17.1362,339723,339888,165,17
Reducer 5,attempt_1606874353529_0225_1_23_000030_0,17.2028,95.208,460.755,1.23016,2.44154,342552,343129,577,17
Reducer 18,attempt_1606874353529_0225_1_05_000051_0,47.7343,1186.71,7117.58,418.977,405.121,170429,179606,9177,17
Reducer 4,attempt_1606874353529_0225_1_22_000035_0,14.0124,62.64,80.8447,4.21155,43.0557,341008,341213,205,17
Reducer 13,attempt_1606874353529_0225_1_19_000010_0,17.5875,78.7325,59.0321,2.36422,20.0272,340035,340213,178,17
Reducer 11,attempt_1606874353529_0225_1_06_000045_0,24.0701,1146.36,10703.4,209.514,234.251,189589,201907,12318,17
Reducer 12,attempt_1606874353529_0225_1_18_000009_0,18.9376,206.922,4792.45,118.395,40.8991,318075,323253,5178,17
Reducer 23,attempt_1606874353529_0225_1_11_000027_0,15.1391,51.3988,62.9159,1.82853,18.64,336411,336562,151,17
Reducer 15,attempt_1606874353529_0225_1_14_000065_0,18.4421,274.773,4897.84,75.7199,31.648,296969,302268,5299,17
Reducer 2,attempt_1606874353529_0225_1_20_000021_0,20.0228,1504.65,7037.78,249.011,296.278,252854,261962,9108,17
Reducer 5,attempt_1606874353529_0225_1_23_000025_0,23.4272,799.836,464.15,9.74652,4.19015,341245,342547,1302,17
Reducer 9,attempt_1606874353529_0225_1_13_000016_0,11.4424,46.2529,56.3809,2.01353,20.0252,337705,337842,137,17
Reducer 8,attempt_1606874353529_0225_1_12_000033_0,16.3837,343.099,5719.97,95.9813,29.2404,284629,290834,6205,17
Reducer 23,attempt_1606874353529_0225_1_11_000085_0,12.9474,56.0778,63.0709,1.70473,15.5967,337357,337507,150,17
Reducer 23,attempt_1606874353529_0225_1_11_000043_0,12.0361,73.3294,61.2995,2.01581,22.3375,336732,336904,172,17
Reducer 23,attempt_1606874353529_0225_1_11_000037_0,10.743,56.4256,60.5251,2.16909,24.1359,336569,336724,155,17
Reducer 23,attempt_1606874353529_0225_1_11_000068_0,25.9083,101.094,70.9432,2.34693,16.5927,337122,337347,225,17
Reducer 13,attempt_1606874353529_0225_1_19_000023_0,15.6573,50.1257,77.4828,2.1128,20.669,340220,340387,167,17
Reducer 22,attempt_1606874353529_0225_1_10_000083_0,12.5587,140.524,7388.24,65.8133,22.4212,276969,284599,7630,17
Reducer 15,attempt_1606874353529_0225_1_14_000032_0,16.952,399.37,5587.23,73.4257,25.736,290854,296958,6104,17
Reducer 19,attempt_1606874353529_0225_1_16_000064_0,22.9009,238.463,6716.42,82.4643,32.2051,310972,318065,7093,17
Reducer 21,attempt_1606874353529_0225_1_07_000025_0,17.8561,1547.85,7829.38,429.308,1320.3,209467,220613,11146,17
Reducer 9,attempt_1606874353529_0225_1_13_000017_0,18.8954,50.7889,63.5352,2.6164,24.9753,337732,337893,161,18
Reducer 16,attempt_1606874353529_0225_1_15_000042_0,19.2945,109.857,72.0723,4.23282,18.1783,338450,338674,224,18
Reducer 13,attempt_1606874353529_0225_1_19_000019_0,11.4337,95.4862,65.716,2.99153,19.8045,340191,340387,196,18
Reducer 5,attempt_1606874353529_0225_1_23_000028_0,26.9193,495.637,593.819,12.627,5.88412,341556,342691,1135,18
Reducer 21,attempt_1606874353529_0225_1_07_000060_0,23.7876,586.09,5662.36,1396.35,968.56,226349,234987,8638,18
Reducer 12,attempt_1606874353529_0225_1_18_000008_0,21.8126,213.109,4377.29,74.4968,35.7967,317503,322231,4728,18
Reducer 3,attempt_1606874353529_0225_1_21_000021_0,17.8716,314.747,4414.39,119.838,32.0002,331624,336523,4899,18
Reducer 21,attempt_1606874353529_0225_1_07_000078_0,26.0483,1846.94,11567.1,357.932,362.747,235015,249176,14161,18
Reducer 8,attempt_1606874353529_0225_1_12_000006_0,17.5895,378.163,4501.5,118.448,45.27,278966,284027,5061,18
Reducer 14,attempt_1606874353529_0225_1_04_000036_0,70.1799,1307.24,6596.45,809.061,293.623,135427,144504,9077,18
Reducer 20,attempt_1606874353529_0225_1_17_000043_0,14.545,296.467,76.4911,2.97559,21.5471,339323,339736,413,18
Reducer 8,attempt_1606874353529_0225_1_12_000030_0,20.3653,233.528,4876.7,83.5348,35.1093,284033,289283,5250,18
Reducer 19,attempt_1606874353529_0225_1_16_000008_0,18.3373,437.79,5716.2,72.896,25.8106,298571,304842,6271,18
Reducer 16,attempt_1606874353529_0225_1_15_000010_0,11.5692,59.9066,254.241,3.19807,23.4617,338093,338446,353,18
